"Model_Year";"Make";"Model";"Electric_Vehicle_Type";"Clean_Alternative_Fuel_Vehicle";"Electric_Range";"DOL_Vehicle_ID"
2019;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";153;295645836
2018;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;107734462
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;135674787
2017;"BMW";"I3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";97;258951157
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;224734338
2022;"FORD";"ESCAPE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;224771823
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;180583336
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;344423992
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;476075274
2015;"CHEVROLET";"SPARK";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";82;349051251
2018;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";151;175266766
2013;"TOYOTA";"PRIUS PLUG-IN";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";6;255949788
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;107819932
2012;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;7975768
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;8767314
2015;"KIA";"SOUL";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";93;125960887
2021;"AUDI";"Q5 E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;240043184
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;267935671
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;102735839
2020;"HYUNDAI";"IONIQ";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";29;136781305
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;244299646
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;349779013
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;235893087
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;132304168
2019;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;197146141
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;255803180
2013;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;161861780
2017;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";14;146525333
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;8004671
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;219878564
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;131600234
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;104654952
2023;"HYUNDAI";"TUCSON";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;244445792
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";308;102921332
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;297189952
2020;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;154117883
2023;"HYUNDAI";"TUCSON";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;241536410
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;2077680
2021;"LINCOLN";"AVIATOR";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;141828032
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;129244944
2018;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";249;111576951
2012;"FORD";"FOCUS";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";76;184304438
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;115885234
2021;"BMW";"X3";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";17;168462759
2022;"PORSCHE";"CAYENNE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";15;216825521
2012;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";265;264362836
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;142284201
2020;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";337;123160026
2013;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;122148890
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;478386352
2018;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";151;331814430
2022;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;198691720
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;249603812
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;186291850
2021;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;241508228
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;249326472
2018;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;225999602
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;104978079
2018;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";249;477060496
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;293257191
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";266;103034676
2014;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;349006857
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;476412191
2021;"VOLVO";"S60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";22;244201576
2021;"BMW";"330E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";20;170337205
2018;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;166456867
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;166426830
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;180904713
2023;"KIA";"SPORTAGE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";34;232892509
2020;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";289;127253710
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;140898397
2019;"AUDI";"E-TRON";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";204;478436031
2016;"FORD";"C-MAX";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;200069299
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;133522917
2016;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";19;7827809
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;228452262
2021;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;148761119
2014;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;201748935
2017;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;349611454
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;477416271
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;122102774
2022;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;228218406
2019;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";289;316299420
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;280956315
2021;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;229479428
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;6250723
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;269212786
2019;"AUDI";"E-TRON";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";204;2784204
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;140112367
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;478387801
2019;"MERCEDES-BENZ";"GLC-CLASS";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";10;219789356
2022;"JEEP";"GRAND CHEROKEE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;220172396
2022;"HYUNDAI";"TUCSON";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;220817957
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";322;6341779
2023;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;241701638
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;9331325
2022;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;211486985
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;192314384
2012;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";35;187701426
2016;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;185924497
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;101720244
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;106826709
2016;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";83;137142589
2019;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;3408562
2023;"KIA";"SPORTAGE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";34;236157204
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;1940291
2023;"VOLVO";"S90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;230063375
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;252578840
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;278481486
2019;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";289;475450727
2014;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;195039036
2019;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;203683175
2022;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;211131147
2018;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;315440779
2021;"FORD";"ESCAPE";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;180324896
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;477397588
2023;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;230164329
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;141907713
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;243016693
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;218569907
2017;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;185413924
2015;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";83;184189043
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;205595190
2018;"VOLVO";"XC60";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";17;475785579
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;245225333
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;149327286
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;462210269
2012;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;158795843
2016;"KIA";"SOUL";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";93;244035501
2017;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";107;133002691
2017;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;477845413
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;111899175
2015;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;474882166
2013;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";75;121790693
2019;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";150;142296885
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;114540401
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;177926850
2018;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;440971947
2015;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;182620483
2020;"PORSCHE";"TAYCAN";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";203;151085259
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";308;6152835
2021;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;145708090
2020;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";308;4684774
2016;"BMW";"I3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";81;329077430
2018;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";215;201017253
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;240995345
2021;"AUDI";"Q5 E";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";18;138189481
2023;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";33;224628631
2019;"VOLKSWAGEN";"E-GOLF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";125;477820927
2013;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";38;190903821
2017;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";238;349011806
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;190380830
2020;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";337;132258976
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";21;151337315
2023;"CHRYSLER";"PACIFICA";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;239760293
2012;"TOYOTA";"PRIUS PLUG-IN";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";6;160286339
2018;"BMW";"X5";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";13;220482944
2019;"TESLA";"MODEL 3";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";220;230123246
2017;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;316323521
2022;"TOYOTA";"RAV4 PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";42;238265933
2016;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";210;244694887
2015;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;247745487
2019;"FORD";"FUSION";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;240069896
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;124555707
2013;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;240413008
2018;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";249;276510853
2015;"TESLA";"MODEL S";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";208;180787659
2019;"KIA";"NIRO";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";26;6138226
2016;"CHEVROLET";"VOLT";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";53;244103352
2022;"TOYOTA";"PRIUS PRIME";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;187395309
2011;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";73;190972687
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;226004551
2020;"CHEVROLET";"BOLT EV";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";259;241496286
2016;"NISSAN";"LEAF";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";84;349346021
2017;"TESLA";"MODEL X";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";200;210348911
2016;"CADILLAC";"ELR";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";36;271493659
2021;"JEEP";"WRANGLER";"Plug-in Hybrid Electric Vehicle (PHEV)";"Not eligible due to low battery range";25;152610587
2023;"VOLVO";"XC90";"Plug-in Hybrid Electric Vehicle (PHEV)";"Clean Alternative Fuel Vehicle Eligible";32;241308784
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;128816992
2020;"TESLA";"MODEL Y";"Battery Electric Vehicle (BEV)";"Clean Alternative Fuel Vehicle Eligible";291;123405061
